"","colour.in.videos","tile.number","Treatment","Crevice.kind","Location","number.LOB.before","number.otherMA.before","number.unknown.before","number.Lob.after","number.otherMA.after","number.unknown.after","number.LOB.removed","number.otherMA.removed","number.unknown.removed","Species","sumbites"
"1228","yellow","12","caged control","small","d6",0,0,0,0,0,0,0,0,0,NA,NA
"1229","yellow","12","caged control","small","d7",0,1,0,0,1,0,0,0,0,NA,NA
"1230","yellow","12","caged control","small","d8",0,0,0,0,0,0,0,0,0,NA,NA
"1231","yellow","12","caged control","small","d9",2,3,0,1,3,0,1,0,0,NA,NA
"1232","yellow","12","caged control","small","e1",0,0,0,0,0,0,0,0,0,NA,NA
"1233","yellow","12","caged control","small","e2",0,0,0,0,0,0,0,0,0,NA,NA
"1234","yellow","12","caged control","small","e3",1,0,0,1,0,0,0,0,0,NA,NA
"1235","yellow","12","caged control","small","e4",1,0,0,1,0,0,0,0,0,NA,NA
"1236","yellow","12","caged control","small","e5",0,0,0,0,0,0,0,0,0,NA,NA
"1237","yellow","12","caged control","small","e6",0,0,1,0,0,1,0,0,0,NA,NA
"1238","yellow","12","caged control","small","e7",1,0,0,1,0,0,0,0,0,NA,NA
"1239","yellow","12","caged control","small","e8",0,0,0,0,0,0,0,0,0,NA,NA
"1240","yellow","12","caged control","small","e9",1,0,0,1,0,0,0,0,0,NA,NA
"1241","yellow","12","caged control","small","f1",0,0,0,0,0,0,0,0,0,NA,NA
"1242","yellow","12","caged control","small","f2",0,0,0,0,0,0,0,0,0,NA,NA
"1243","yellow","12","caged control","small","f3",0,0,0,0,0,0,0,0,0,NA,NA
"1244","yellow","12","caged control","small","f4",0,1,0,0,1,0,0,0,0,NA,NA
"1245","yellow","12","caged control","small","f5",1,0,0,1,0,0,0,0,0,NA,NA
"1246","yellow","12","caged control","small","f6",0,0,0,0,0,0,0,0,0,NA,NA
"1247","yellow","12","caged control","small","f7",0,0,0,0,0,0,0,0,0,NA,NA
"1248","yellow","12","caged control","small","f8",0,0,0,0,0,0,0,0,0,NA,NA
"1249","yellow","12","caged control","small","f9",0,0,0,0,0,0,0,0,0,NA,NA
"1250","yellow","12","caged control","small","g1",0,0,0,0,0,0,0,0,0,NA,NA
"1251","yellow","12","caged control","small","g2",0,0,0,0,0,0,0,0,0,NA,NA
"1252","yellow","12","caged control","small","g3",0,0,0,0,0,0,0,0,0,NA,NA
"1253","yellow","12","caged control","small","g4",0,0,0,0,0,0,0,0,0,NA,NA
"1254","yellow","12","caged control","small","g5",0,1,1,0,1,1,0,0,0,NA,NA
"1255","yellow","12","caged control","small","g6",0,1,0,0,1,0,0,0,0,NA,NA
"1256","yellow","12","caged control","small","g7",0,0,0,0,0,0,0,0,0,NA,NA
"1257","yellow","12","caged control","small","g8",1,1,0,1,1,0,0,0,0,NA,NA
"1258","yellow","12","caged control","small","g9",0,1,0,0,1,0,0,0,0,NA,NA
"1259","yellow","12","caged control","small","h1",0,1,0,0,1,0,0,0,0,NA,NA
"1260","yellow","12","caged control","small","h2",0,7,0,0,7,0,0,0,0,NA,NA
"1261","yellow","12","caged control","small","h3",0,1,0,0,1,0,0,0,0,NA,NA
"1262","yellow","12","caged control","small","h4",0,0,0,0,0,0,0,0,0,NA,NA
"1263","yellow","12","caged control","small","h5",1,1,0,1,1,0,0,0,0,NA,NA
"1264","yellow","12","caged control","small","h6",0,3,0,0,3,0,0,0,0,NA,NA
"1265","yellow","12","caged control","small","h7",0,0,1,0,0,1,0,0,0,NA,NA
"1266","yellow","12","caged control","small","h8",0,5,0,0,5,0,0,0,0,NA,NA
"1267","yellow","12","caged control","small","h9",0,0,0,0,0,0,0,0,0,NA,NA
"1268","yellow","12","caged control","small","i1",0,0,0,0,0,0,0,0,0,NA,NA
"1269","yellow","12","caged control","small","i2",0,0,0,0,0,0,0,0,0,NA,NA
"1270","yellow","12","caged control","small","i3",0,0,0,0,0,0,0,0,0,NA,NA
"1271","yellow","12","caged control","small","i4",0,1,0,0,1,0,0,0,0,NA,NA
"1272","yellow","12","caged control","small","i5",0,2,0,0,2,0,0,0,0,NA,NA
"1273","yellow","12","caged control","small","i6",0,0,1,0,0,1,0,0,0,NA,NA
"1274","yellow","12","caged control","small","i7",0,1,0,0,1,0,0,0,0,NA,NA
"1275","yellow","12","caged control","small","i8",0,2,0,0,2,0,0,0,0,NA,NA
"1276","yellow","12","caged control","small","i9",0,0,0,0,0,0,0,0,0,NA,NA
"1277","blank","18","accessible","small","a1",0,0,0,0,0,0,0,0,0,NA,NA
"1278","blank","18","accessible","small","a2",0,1,0,0,1,0,0,0,0,NA,NA
"1279","blank","18","accessible","small","a3",1,1,0,1,1,0,0,0,0,NA,NA
"1280","blank","18","accessible","small","a4",0,0,0,0,0,0,0,0,0,"Pomacentrus bankanensis",1
"1281","blank","18","accessible","small","a5",0,0,0,0,0,0,0,0,0,NA,0
"1282","blank","18","accessible","small","a6",0,0,0,0,0,0,0,0,0,NA,NA
"1283","blank","18","accessible","small","a7",1,1,0,1,1,0,0,0,0,NA,NA
"1284","blank","18","accessible","small","a8",2,1,0,2,1,0,0,0,0,NA,NA
"1285","blank","18","accessible","small","a9",0,0,0,0,0,0,0,0,0,NA,NA
"1286","blank","18","accessible","small","b1",1,0,0,0,0,0,1,0,0,"Scarus niger",1
"1287","blank","18","accessible","small","b2",0,0,0,0,0,0,0,0,0,"Scarus niger",1
"1288","blank","18","accessible","small","b3",0,0,0,0,0,0,0,0,0,NA,NA
"1289","blank","18","accessible","small","b4",0,1,0,0,1,0,0,0,0,"Scarus niger",1
"1290","blank","18","accessible","small","b5",0,0,0,0,0,0,0,0,0,NA,NA
"1291","blank","18","accessible","small","b6",0,0,0,0,0,0,0,0,0,"Scarus niger",6
"1292","blank","18","accessible","small","b7",1,3,0,2,1,0,0,2,0,NA,NA
"1293","blank","18","accessible","small","b8",0,1,0,0,1,0,0,0,0,"Scarus niger",3
"1294","blank","18","accessible","small","b9",0,0,0,0,0,0,0,0,0,NA,NA
"1295","blank","18","accessible","small","c1",0,0,0,0,0,0,0,0,0,"Scarus niger",1
"1296","blank","18","accessible","small","c2",1,0,0,1,0,0,0,0,0,NA,NA
"1297","blank","18","accessible","small","c3",0,0,0,0,0,0,0,0,0,NA,NA
"1298","blank","18","accessible","small","c4",0,2,0,0,2,0,0,0,0,NA,NA
"1299","blank","18","accessible","small","c5",0,3,0,0,3,0,0,0,0,"Scarus niger",5
"1300","blank","18","accessible","small","c6",0,0,0,0,0,0,0,0,0,NA,NA
"1301","blank","18","accessible","small","c7",0,1,0,0,1,0,0,0,0,"Scarus niger",2
"1302","blank","18","accessible","small","c8",0,1,0,0,1,0,0,0,0,NA,NA
"1303","blank","18","accessible","small","c9",0,0,0,0,0,0,0,0,0,NA,NA
"1304","blank","18","accessible","small","d1",0,1,0,0,1,0,0,0,0,"Scarus niger",1
"1305","blank","18","accessible","small","d2",0,10,0,0,10,0,0,0,0,NA,NA
"1306","blank","18","accessible","small","d3",1,0,0,1,0,0,0,0,0,NA,NA
"1307","blank","18","accessible","small","d4",0,1,0,0,1,0,0,0,0,"Pomacentrus bankanensis",1
"1308","blank","18","accessible","small","d5",2,2,1,2,2,1,0,0,0,NA,NA
"1309","blank","18","accessible","small","d6",1,1,0,1,0,0,0,1,0,NA,NA
"1310","blank","18","accessible","small","d7",0,1,0,0,1,0,0,0,0,NA,NA
"1311","blank","18","accessible","small","d8",0,2,0,0,2,0,0,0,0,NA,NA
"1312","blank","18","accessible","small","d9",0,1,0,0,1,0,0,0,0,NA,NA
"1313","blank","18","accessible","small","e1",0,0,0,0,0,0,0,0,0,"Scarus niger",1
"1314","blank","18","accessible","small","e2",0,1,0,0,1,0,0,0,0,NA,NA
"1315","blank","18","accessible","small","e3",1,0,0,1,0,0,0,0,0,NA,NA
"1316","blank","18","accessible","small","e4",0,1,0,0,1,0,0,0,0,NA,NA
"1317","blank","18","accessible","small","e5",0,0,0,0,0,0,0,0,0,NA,NA
"1318","blank","18","accessible","small","e6",0,1,0,0,1,0,0,0,0,NA,NA
"1319","blank","18","accessible","small","e7",0,0,0,0,0,0,0,0,0,NA,NA
"1320","blank","18","accessible","small","e8",0,1,0,0,1,0,0,0,0,NA,NA
"1321","blank","18","accessible","small","e9",1,0,0,1,0,0,0,0,0,NA,NA
"1322","blank","18","accessible","small","f1",0,1,0,0,1,0,0,0,0,NA,NA
"1323","blank","18","accessible","small","f2",0,2,0,0,2,0,0,0,0,NA,NA
"1324","blank","18","accessible","small","f3",0,0,0,0,0,0,0,0,0,NA,NA
"1325","blank","18","accessible","small","f4",0,2,0,0,2,0,0,0,0,"Scarus niger",1
"1326","blank","18","accessible","small","f5",0,0,0,0,0,0,0,0,0,NA,NA
"1327","blank","18","accessible","small","f6",0,0,0,0,0,0,0,0,0,"Scarus niger",4
"1328","blank","18","accessible","small","f7",0,0,0,0,0,0,0,0,0,NA,NA
"1329","blank","18","accessible","small","f8",1,1,0,1,1,0,0,0,0,NA,NA
"1330","blank","18","accessible","small","f9",0,1,0,0,1,0,0,0,0,NA,NA
"1331","blank","18","accessible","small","g1",0,2,0,0,2,0,0,0,0,NA,NA
"1332","blank","18","accessible","small","g2",0,0,0,0,0,0,0,0,0,NA,NA
"1333","blank","18","accessible","small","g3",0,3,0,0,1,0,0,2,0,NA,NA
"1334","blank","18","accessible","small","g4",0,1,0,0,1,0,0,0,0,NA,NA
"1335","blank","18","accessible","small","g5",0,1,0,0,1,0,0,0,0,"Scarus niger",3
"1336","blank","18","accessible","small","g6",0,1,0,0,1,0,0,0,0,NA,0
"1337","blank","18","accessible","small","g7",4,0,0,3,0,0,1,0,0,"Scarus niger",3
"1338","blank","18","accessible","small","g8",0,0,0,0,0,0,0,0,0,NA,NA
"1339","blank","18","accessible","small","g9",0,0,0,0,0,0,0,0,0,NA,NA
"1340","blank","18","accessible","small","h1",0,0,0,0,0,0,0,0,0,NA,NA
"1341","blank","18","accessible","small","h2",0,1,0,0,1,0,0,0,0,"Scarus niger",1
"1342","blank","18","accessible","small","h3",0,0,0,0,0,0,0,0,0,NA,NA
"1343","blank","18","accessible","small","h4",0,0,0,0,0,0,0,0,0,NA,NA
"1344","blank","18","accessible","small","h5",1,1,0,1,1,0,0,0,0,NA,NA
"1345","blank","18","accessible","small","h6",0,1,0,0,1,0,0,0,0,"Scarus niger",2
"1346","blank","18","accessible","small","h7",0,0,0,0,0,0,0,0,0,NA,NA
"1347","blank","18","accessible","small","h8",0,1,0,0,1,0,0,0,0,"Scarus niger",1
"1348","blank","18","accessible","small","h9",0,1,0,0,1,0,0,0,0,NA,NA
"1349","blank","18","accessible","small","i1",0,0,0,0,0,0,0,0,0,NA,NA
"1350","blank","18","accessible","small","i2",0,0,0,0,0,0,0,0,0,NA,NA
"1351","blank","18","accessible","small","i3",0,1,0,0,1,0,0,0,0,NA,NA
"1352","blank","18","accessible","small","i4",1,1,0,1,1,0,0,0,0,"Scarus niger",1
"1353","blank","18","accessible","small","i5",1,0,0,1,0,0,0,0,0,"Scarus niger",2
"1354","blank","18","accessible","small","i6",1,2,0,1,2,0,0,0,0,"Scarus niger",1
"1355","blank","18","accessible","small","i7",0,2,0,0,2,0,0,0,0,NA,NA
"1356","blank","18","accessible","small","i8",0,0,0,0,0,0,0,0,0,NA,NA
"1357","blank","18","accessible","small","i9",0,0,0,0,0,0,0,0,0,NA,NA
"1358","green","78","caged control","small","a1",0,0,0,0,0,0,0,0,0,NA,NA
"1359","green","78","caged control","small","a2",0,0,0,0,0,0,0,0,0,NA,NA
"1360","green","78","caged control","small","a3",0,0,0,0,0,0,0,0,0,NA,NA
"1361","green","78","caged control","small","a4",2,0,0,2,0,0,0,0,0,NA,NA
"1362","green","78","caged control","small","a5",0,2,0,0,2,0,0,0,0,NA,NA
"1363","green","78","caged control","small","a6",1,2,0,1,2,0,0,0,0,NA,NA
"1364","green","78","caged control","small","a7",1,2,0,1,2,0,0,0,0,NA,NA
"1365","green","78","caged control","small","a8",2,0,0,2,0,0,0,0,0,NA,NA
"1366","green","78","caged control","small","a9",0,0,0,0,0,0,0,0,0,NA,NA
"1367","green","78","caged control","small","b1",0,1,0,0,1,0,0,0,0,NA,NA
"1368","green","78","caged control","small","b2",0,2,0,0,2,0,0,0,0,NA,NA
"1369","green","78","caged control","small","b3",1,0,0,1,0,0,0,0,0,NA,NA
"1370","green","78","caged control","small","b4",0,1,0,0,1,0,0,0,0,NA,NA
"1371","green","78","caged control","small","b5",0,1,0,0,1,0,0,0,0,NA,NA
"1372","green","78","caged control","small","b6",0,0,1,0,0,1,0,0,0,NA,NA
"1373","green","78","caged control","small","b7",1,1,0,1,1,0,0,0,0,NA,NA
"1374","green","78","caged control","small","b8",0,3,0,0,3,0,0,0,0,NA,NA
"1375","green","78","caged control","small","b9",0,0,0,0,0,0,0,0,0,NA,NA
"1376","green","78","caged control","small","c1",0,0,0,0,0,0,0,0,0,NA,NA
"1377","green","78","caged control","small","c2",0,0,0,0,0,0,0,0,0,NA,NA
"1378","green","78","caged control","small","c3",0,2,0,0,2,0,0,0,0,NA,NA
"1379","green","78","caged control","small","c4",0,0,0,0,0,0,0,0,0,NA,NA
"1380","green","78","caged control","small","c5",0,4,0,0,3,0,0,1,0,NA,NA
"1381","green","78","caged control","small","c6",0,0,0,0,0,0,0,0,0,NA,NA
"1382","green","78","caged control","small","c7",0,1,0,0,1,0,0,0,0,NA,NA
"1383","green","78","caged control","small","c8",0,1,0,0,1,0,0,0,0,NA,NA
"1384","green","78","caged control","small","c9",0,0,0,0,0,0,0,0,0,NA,NA
"1385","green","78","caged control","small","d1",1,1,0,1,1,0,0,0,0,NA,NA
"1386","green","78","caged control","small","d2",1,0,0,1,0,0,0,0,0,NA,NA
"1387","green","78","caged control","small","d3",0,0,0,0,0,0,0,0,0,NA,NA
"1388","green","78","caged control","small","d4",0,0,0,0,0,0,0,0,0,NA,NA
"1389","green","78","caged control","small","d5",1,1,0,1,1,0,0,0,0,NA,NA
"1390","green","78","caged control","small","d6",3,2,0,3,2,0,0,0,0,NA,NA
"1391","green","78","caged control","small","d7",0,0,0,0,0,0,0,0,0,NA,NA
"1392","green","78","caged control","small","d8",0,1,0,0,1,0,0,0,0,NA,NA
"1393","green","78","caged control","small","d9",0,0,0,0,0,0,0,0,0,NA,NA
"1394","green","78","caged control","small","e1",1,1,0,1,1,0,0,0,0,NA,NA
"1395","green","78","caged control","small","e2",0,1,0,0,1,0,0,0,0,NA,NA
"1396","green","78","caged control","small","e3",0,3,0,0,3,0,0,0,0,NA,NA
"1397","green","78","caged control","small","e4",0,2,0,0,2,0,0,0,0,NA,NA
"1398","green","78","caged control","small","e5",0,1,0,0,1,0,0,0,0,NA,NA
"1399","green","78","caged control","small","e6",0,1,0,0,1,0,0,0,0,NA,NA
"1400","green","78","caged control","small","e7",0,1,0,0,1,0,0,0,0,NA,NA
"1401","green","78","caged control","small","e8",0,1,0,0,1,0,0,0,0,NA,NA
"1402","green","78","caged control","small","e9",0,0,0,0,0,0,0,0,0,NA,NA
"1403","green","78","caged control","small","f1",0,2,0,0,2,0,0,0,0,NA,NA
"1404","green","78","caged control","small","f2",0,3,0,0,3,0,0,0,0,NA,NA
"1405","green","78","caged control","small","f3",0,1,2,0,1,1,0,0,1,NA,NA
"1406","green","78","caged control","small","f4",0,2,0,0,2,0,0,0,0,NA,NA
"1407","green","78","caged control","small","f5",0,2,0,0,2,0,0,0,0,NA,NA
"1408","green","78","caged control","small","f6",0,2,1,0,1,1,0,1,0,NA,NA
"1409","green","78","caged control","small","f7",1,0,0,1,0,0,0,0,0,NA,NA
"1410","green","78","caged control","small","f8",0,0,0,0,0,0,0,0,0,NA,NA
"1411","green","78","caged control","small","f9",0,1,0,0,1,0,0,0,0,NA,NA
"1412","green","78","caged control","small","g1",0,0,0,0,0,0,0,0,0,NA,NA
"1413","green","78","caged control","small","g2",0,1,0,0,1,0,0,0,0,NA,NA
"1414","green","78","caged control","small","g3",0,1,0,0,1,0,0,0,0,NA,NA
"1415","green","78","caged control","small","g4",0,0,0,0,0,0,0,0,0,NA,NA
"1416","green","78","caged control","small","g5",0,2,0,0,2,0,0,0,0,NA,NA
"1417","green","78","caged control","small","g6",0,0,0,0,0,0,0,0,0,NA,NA
"1418","green","78","caged control","small","g7",1,1,0,1,1,0,0,0,0,NA,NA
"1419","green","78","caged control","small","g8",1,1,0,1,1,0,0,0,0,NA,NA
"1420","green","78","caged control","small","g9",0,0,2,0,0,2,0,0,0,NA,NA
"1421","green","78","caged control","small","h1",1,0,0,1,0,0,0,0,0,NA,NA
"1422","green","78","caged control","small","h2",0,1,0,0,1,0,0,0,0,NA,NA
"1423","green","78","caged control","small","h3",0,2,1,0,2,1,0,0,0,NA,NA
"1424","green","78","caged control","small","h4",0,1,0,0,1,0,0,0,0,NA,NA
"1425","green","78","caged control","small","h5",0,0,0,0,0,0,0,0,0,NA,NA
"1426","green","78","caged control","small","h6",2,0,0,2,0,0,0,0,0,NA,NA
"1427","green","78","caged control","small","h7",1,1,0,1,1,0,0,0,0,NA,NA
"1428","green","78","caged control","small","h8",0,0,0,0,0,0,0,0,0,NA,NA
"1429","green","78","caged control","small","h9",0,1,0,0,1,0,0,0,0,NA,NA
"1430","green","78","caged control","small","i1",0,0,0,0,0,0,0,0,0,NA,NA
"1431","green","78","caged control","small","i2",4,0,0,4,0,0,0,0,0,NA,NA
"1432","green","78","caged control","small","i3",0,0,0,0,0,0,0,0,0,NA,NA
"1433","green","78","caged control","small","i4",0,1,0,0,1,0,0,0,0,NA,NA
"1434","green","78","caged control","small","i5",0,1,0,0,1,0,0,0,0,NA,NA
"1435","green","78","caged control","small","i6",0,1,0,0,1,0,0,0,0,NA,NA
"1436","green","78","caged control","small","i7",0,0,0,0,0,0,0,0,0,NA,NA
"1437","green","78","caged control","small","i8",0,0,0,0,0,0,0,0,0,NA,NA
"1438","green","78","caged control","small","i9",0,0,0,0,0,0,0,0,0,NA,NA
